40.839714998,111.742231643,1070.7
40.839844095,111.742863389,1071.4
40.839992334,111.743460493,1072.8
40.840043949,111.743693948,1072.6
40.840050645,111.743785060,1072.5
40.840022015,111.743826007,1072.4
40.839993056,111.743862862,1072.4
40.839705444,111.743980927,1072.1
40.839366544,111.744095416,1072.0
40.839075083,111.744194960,1072.0
40.839039789,111.744241087,1072.1
40.839015014,111.744314218,1072.1
40.839021094,111.744417650,1072.2
40.839116608,111.744827817,1072.7
40.839321539,111.745742710,1073.0
40.839317500,111.745854446,1073.0
40.839265267,111.745945590,1073.1
40.839208019,111.746028831,1073.2
40.839103345,111.746133857,1073.3
40.839068086,111.746258311,1073.3
40.839025591,111.746436066,1073.4
40.839042448,111.746593183,1073.6
40.839087094,111.746776272,1073.8
40.839123900,111.747083783,1073.9
40.839169903,111.747389540,1074.0
40.839211725,111.747710761,1072.8
40.839182585,111.747912627,1072.0
40.839165783,111.748097576,1071.1
40.838984628,111.748405721,1070.2
40.838771766,111.748770882,1069.1
40.838437124,111.749324864,1067.2
40.837990789,111.750118981,1066.2
40.837500843,111.750919998,1067.7
40.837052494,111.751685355,1066.6
40.836487746,111.752557147,1067.0
40.836021780,111.753085357,1067.9
40.835380127,111.753683315,1065.9
40.834485828,111.754247441,1063.5
40.833749606,111.754658682,1063.6
40.832181352,111.755466940,1062.4
40.830232945,111.756499475,1062.5
40.828634608,111.757371639,1062.4
40.827302574,111.758117381,1063.7
40.825691476,111.759028556,1062.1
40.825622859,111.759039732,1062.1
40.825546913,111.759042724,1062.0
40.825479242,111.759039478,1062.0
40.825474465,111.759040980,1062.0
40.825399989,111.759043242,1062.0
40.825304008,111.759045018,1062.0
40.825249419,111.759118754,1062.0
40.825180595,111.759192636,1062.0
40.825128622,111.759246797,1062.0
40.825063343,111.759287779,1062.0
40.824945794,111.759307691,1062.0
40.824875885,111.759315976,1062.0
40.824728524,111.759362322,1061.9
40.824578209,111.759430096,1061.8
40.824481361,111.759501226,1061.8
40.824336536,111.759613545,1061.6
40.824283671,111.759669617,1061.5
40.824186311,111.759706755,1061.4
40.824067047,111.759754021,1061.4
40.823971577,111.759748056,1061.5
40.823882157,111.759786014,1061.5
40.823754164,111.759879420,1061.6
40.823581678,111.760045052,1061.7
40.823511624,111.760111859,1061.8
40.823430590,111.760157812,1061.9
40.823330793,111.760185778,1062.0
40.823235501,111.760219137,1062.0
40.823122112,111.760267957,1062.1
40.823037863,111.760360098,1062.2
40.822960928,111.760399885,1062.2
40.822856628,111.760429554,1062.3
40.822778012,111.760469811,1062.4
40.822497677,111.760679957,1062.8
40.822413216,111.760744391,1062.8
40.822199416,111.760783429,1062.6
40.822038381,111.760849709,1062.5
40.821953556,111.760888952,1062.4
40.821783848,111.760994535,1062.3
40.821654615,111.761116777,1062.3
40.821507203,111.761219350,1062.4
40.821366908,111.761281027,1062.3
40.821177567,111.761382801,1062.3
40.821038970,111.761478393,1062.2
40.820964739,111.761559450,1062.1
40.820820844,111.761672461,1062.0
40.820678633,111.761827273,1061.8
40.820534076,111.761931950,1061.6
40.820256502,111.762098146,1061.1
40.819863125,111.762293923,1060.5
40.819256014,111.762627173,1060.2
40.818678298,111.762957705,1061.4
40.817917754,111.763373925,1062.5
40.817218747,111.763782823,1062.8
40.816581757,111.764131612,1064.0
40.815903963,111.764496972,1063.6
40.815847104,111.764527360,1063.6
40.815799883,111.764504741,1063.6
40.815767669,111.764451508,1063.6
40.815752239,111.764339302,1063.7
40.815753742,111.764202156,1063.9
40.815789191,111.764095341,1063.8
40.815786636,111.763949333,1063.4
40.815795836,111.763766442,1063.0
40.815785767,111.763608168,1062.6
40.815742307,111.763471657,1062.1
40.815683718,111.763372362,1061.7
40.815637046,111.763336555,1061.5
40.815570250,111.763373152,1061.5
40.815499194,111.763414899,1061.4
40.815072304,111.763583368,1061.0
40.814103216,111.763975851,1058.6
40.813183265,111.764314839,1057.5
40.812616483,111.764464574,1057.8
40.812258714,111.764547310,1058.0
40.811816584,111.764691386,1058.8
40.811357526,111.764795618,1058.4
40.810525069,111.764966088,1056.6
40.809654673,111.765072161,1056.1
40.809088940,111.764982773,1056.1
40.808488426,111.764786613,1056.8
40.807925770,111.764438134,1057.3
40.807360909,111.764040021,1056.7
40.806934005,111.763537161,1056.0
40.806496299,111.762967199,1055.6
40.806206393,111.762290631,1055.1
40.805854470,111.761331323,1055.6
40.805480433,111.760932782,1055.5
40.805031057,111.760703917,1055.8
40.804364866,111.760434844,1055.6
40.803715498,111.759985743,1055.1
40.803178515,111.759377611,1054.6
40.802709819,111.758757998,1055.7
40.802303383,111.758121584,1055.0
40.801903667,111.757396206,1052.4
40.801327432,111.756394629,1053.3
40.800999172,111.755664983,1053.0
40.800811689,111.754917877,1053.0
40.800727077,111.754170527,1053.3
40.800653815,111.753073171,1052.9
40.800592594,111.752277916,1053.4
40.800546267,111.751341797,1052.5
40.800455651,111.750252651,1053.5
40.800412587,111.749210082,1053.5
40.800307268,111.748319928,1052.4
40.800106508,111.747642182,1053.2
40.799745372,111.747000251,1055.6
40.799291766,111.746431180,1057.9
40.798910190,111.746011331,1057.0
40.798359152,111.745577935,1055.1
40.797859505,111.745228030,1054.3
40.797277365,111.744779496,1053.5
40.796215606,111.743858747,1050.2
40.795554699,111.743167669,1050.8
40.794763806,111.742380007,1051.4
40.793954377,111.741462132,1049.4
40.793136675,111.740655598,1050.3
40.792502389,111.739749281,1051.4
