51.349210211,3.278724134,9.8
51.349508441,3.279731469,9.8
51.349831165,3.280671079,9.4
51.350418821,3.282474557,9.0
51.350630685,3.282974273,9.7
51.350777255,3.283238976,9.6
51.350955532,3.283322782,9.5
51.351317900,3.283551239,9.8
51.351612463,3.283697801,9.2
51.351848056,3.283863639,9.0
51.351912578,3.283954756,9.2
51.351976389,3.284086731,9.6
51.352052914,3.284283451,9.6
51.352282765,3.284913847,9.7
51.352493053,3.285527776,9.9
51.352879056,3.286690932,9.7
51.353033468,3.287360442,10.0
51.353191714,3.288056255,10.0
51.353430298,3.289119767,9.9
51.353671745,3.290351044,9.8
51.353962574,3.291766080,9.8
51.354293047,3.293266915,10.0
51.354557738,3.294518124,10.0
51.354836657,3.295785814,9.9
51.354675354,3.295878421,10.0
51.354623067,3.295891580,10.0
51.354568915,3.295883669,10.0
51.354123551,3.295701890,10.0
51.354031200,3.295705901,10.0
51.353967521,3.295700562,10.0
51.353895101,3.295636349,10.0
51.353833105,3.295547860,9.8
51.353802443,3.295470704,9.8
51.353794863,3.295373825,9.9
51.353776021,3.295269079,10.0
51.353748082,3.295203733,10.0
51.353695174,3.295178601,10.0
51.353619315,3.295110153,10.0
51.353539614,3.294999984,9.7
51.353311324,3.294599151,9.0
51.352611607,3.293430148,8.3
51.352109494,3.292575270,7.6
51.351611814,3.291721025,7.0
51.350772920,3.290258968,7.0
51.350384991,3.289665355,6.9
51.350182503,3.289314754,6.2
51.350061259,3.289121124,6.0
51.349990955,3.288974742,6.0
51.349929024,3.288900669,6.0
51.349868717,3.288865842,6.0
51.349666666,3.288849313,6.0
51.349371889,3.288807398,6.0
51.349047850,3.288755125,6.0
51.348292291,3.288637183,6.0
51.347682208,3.288548058,6.1
51.347228006,3.288492547,6.6
51.347029813,3.288465080,6.5
51.346823976,3.288391603,6.1
51.346762237,3.288294264,6.0
51.346743952,3.288166351,6.2
51.346740929,3.287974488,6.2
51.346747024,3.287777786,6.0
51.346807653,3.286667432,6.5
51.346814856,3.286445885,6.9
51.346826896,3.286268394,7.0
51.346834274,3.286171272,7.0
51.346862215,3.286105233,7.0
51.346896287,3.286052551,7.0
51.346938761,3.286001544,7.0
51.346986172,3.285931385,7.0
51.347012337,3.285864153,7.0
51.347030658,3.285760737,7.0
51.347045032,3.285536444,7.0
51.347063672,3.285109441,7.0
51.347063680,3.284961123,7.0
51.347069929,3.284845209,7.0
51.347053325,3.284772105,7.0
51.347022553,3.284702179,7.0
51.346986240,3.284655291,7.0
51.346936883,3.284638475,7.0
51.346871696,3.284642906,7.0
51.346817787,3.284670901,7.0
51.346786880,3.284708048,7.0
51.346763582,3.284751707,7.0
51.346716106,3.284807268,7.0
51.346709174,3.284813947,7.0
51.346668129,3.284834391,7.0
51.346652971,3.284836842,7.0
51.346556628,3.284813297,7.0
51.346279506,3.284794702,7.0
51.345992778,3.284764521,7.0
51.345362453,3.284715387,7.0
51.344648017,3.284675942,7.0
51.344138274,3.284623752,7.0
51.343675893,3.284562690,7.0
51.342904941,3.284485723,7.0
51.342740956,3.284467503,7.0
51.342620548,3.284454852,7.0
51.342536146,3.284463825,7.0
51.342456973,3.284491490,7.0
51.342379107,3.284534829,7.0
51.342303382,3.284597332,7.0
51.342046321,3.284842354,7.2
51.341939464,3.284933780,7.0
51.341859644,3.284994429,6.7
51.341799556,3.285037827,6.5
51.341740903,3.285032873,6.4
51.341662503,3.285039679,6.1
51.341588856,3.285084965,6.2
51.341479312,3.285249025,6.3
51.341388135,3.285353794,6.0
51.341388135,3.285357296,6.0
51.341239450,3.285484626,5.5
51.341045662,3.285608398,5.1
51.340987474,3.285637390,5.2
51.340864480,3.285714837,5.1
